Pokedex Number,Name,Type 1,Type 2,Abilities,Classfication,Height m,Weight kg,Male %,Generation,HP,Attack,Defense,Special Attack,Special Defense,Speed
610,Axew,dragon,,"['Rivalry', 'Mold Breaker', 'Unnerve']",Tusk Pokémon,0.6,18,50,5,46,87,60,30,40,57
611,Fraxure,dragon,,"['Rivalry', 'Mold Breaker', 'Unnerve']",Axe Jaw Pokémon,1,36,50,5,66,117,70,40,50,67
612,Haxorus,dragon,,"['Rivalry', 'Mold Breaker', 'Unnerve']",Axe Jaw Pokémon,1.8,105.5,50,5,76,147,90,60,70,97
613,Cubchoo,ice,,"['Snow Cloak', 'Slush Rush', 'Rattled']",Chill Pokémon,0.5,8.5,50,5,55,70,40,60,40,40
614,Beartic,ice,,"['Snow Cloak', 'Slush Rush', 'Swift Swim']",Freezing Pokémon,2.6,260,50,5,95,130,80,70,80,50
615,Cryogonal,ice,,['Levitate'],Crystallizing Pokémon,1.1,148,,5,80,50,50,95,135,105
616,Shelmet,bug,,"['Hydration', 'Shell Armor', 'Overcoat']",Snail Pokémon,0.4,7.7,50,5,50,40,85,40,65,25
617,Accelgor,bug,,"['Hydration', 'Sticky Hold', 'Unburden']",Shell Out Pokémon,0.8,25.3,50,5,80,70,40,100,60,145
618,Stunfisk,ground,electric,"['Static', 'Limber', 'Sand Veil']",Trap Pokémon,0.7,11,50,5,109,66,84,81,99,32
619,Mienfoo,fighting,,"['Inner Focus', 'Regenerator', 'Reckless']",Martial Arts Pokémon,0.9,20,50,5,45,85,50,55,50,65
620,Mienshao,fighting,,"['Inner Focus', 'Regenerator', 'Reckless']",Martial Arts Pokémon,1.4,35.5,50,5,65,125,60,95,60,105
621,Druddigon,dragon,,"['Rough Skin', 'Sheer Force', 'Mold Breaker']",Cave Pokémon,1.6,139,50,5,77,120,90,60,90,48
622,Golett,ground,ghost,"['Iron Fist', 'Klutz', 'No Guard']",Automaton Pokémon,1,92,,5,59,74,50,35,50,35
623,Golurk,ground,ghost,"['Iron Fist', 'Klutz', 'No Guard']",Automaton Pokémon,2.8,330,,5,89,124,80,55,80,55
624,Pawniard,dark,steel,"['Defiant', 'Inner Focus', 'Pressure']",Sharp Blade Pokémon,0.5,10.2,50,5,45,85,70,40,40,60
625,Bisharp,dark,steel,"['Defiant', 'Inner Focus', 'Pressure']",Sword Blade Pokémon,1.6,70,50,5,65,125,100,60,70,70
626,Bouffalant,normal,,"['Reckless', 'Sap Sipper', 'Soundproof']",Bash Buffalo Pokémon,1.6,94.6,50,5,95,110,95,40,95,55
627,Rufflet,normal,flying,"['Keen Eye', 'Sheer Force', 'Hustle']",Eaglet Pokémon,0.5,10.5,100,5,70,83,50,37,50,60
628,Braviary,normal,flying,"['Keen Eye', 'Sheer Force', 'Defiant']",Valiant Pokémon,1.5,41,100,5,100,123,75,57,75,80
629,Vullaby,dark,flying,"['Big Pecks', 'Overcoat', 'Weak Armor']",Diapered Pokémon,0.5,9,0,5,70,55,75,45,65,60
630,Mandibuzz,dark,flying,"['Big Pecks', 'Overcoat', 'Weak Armor']",Bone Vulture Pokémon,1.2,39.5,0,5,110,65,105,55,95,80
631,Heatmor,fire,,"['Gluttony', 'Flash Fire', 'White Smoke']",Anteater Pokémon,1.4,58,50,5,85,97,66,105,66,65
632,Durant,bug,steel,"['Swarm', 'Hustle', 'Truant']",Iron Ant Pokémon,0.3,33,50,5,58,109,112,48,48,109
633,Deino,dark,dragon,['Hustle'],Irate Pokémon,0.8,17.3,50,5,52,65,50,45,50,38
634,Zweilous,dark,dragon,['Hustle'],Hostile Pokémon,1.4,50,50,5,72,85,70,65,70,58
635,Hydreigon,dark,dragon,['Levitate'],Brutal Pokémon,1.8,160,50,5,92,105,90,125,90,98
636,Larvesta,bug,fire,"['Flame Body', 'Swarm']",Torch Pokémon,1.1,28.8,50,5,55,85,55,50,55,60
637,Volcarona,bug,fire,"['Flame Body', 'Swarm']",Sun Pokémon,1.6,46,50,5,85,60,65,135,105,100
638,Cobalion,steel,fighting,['Justified'],Iron Will Pokémon,2.1,250,,5,91,90,129,90,72,108
639,Terrakion,rock,fighting,['Justified'],Cavern Pokémon,1.9,260,,5,91,129,90,72,90,108
640,Virizion,grass,fighting,['Justified'],Grassland Pokémon,2,200,,5,91,90,72,90,129,108
641,Tornadus,flying,,"['Prankster', 'Defiant', 'Regenerator']",Cyclone Pokémon,1.5,63,100,5,79,100,80,110,90,121
642,Thundurus,electric,flying,"['Prankster', 'Defiant', 'Volt Absorb']",Bolt Strike Pokémon,1.5,61,100,5,79,105,70,145,80,101
643,Reshiram,dragon,fire,['Turboblaze'],Vast White Pokémon,3.2,330,,5,100,120,100,150,120,90
644,Zekrom,dragon,electric,['Teravolt'],Deep Black Pokémon,2.9,345,,5,100,150,120,120,100,90
645,Landorus,ground,flying,"['Sand Force', 'Sheer Force', 'Intimidate']",Abundance Pokémon,1.5,68,100,5,89,145,90,105,80,91
646,Kyurem,dragon,ice,"['Pressure', 'Teravolt', 'Turboblaze']",Boundary Pokémon,3,325,,5,125,120,90,170,100,95
647,Keldeo,water,fighting,['Justified'],Colt Pokémon,1.4,48.5,,5,91,72,90,129,90,108
648,Meloetta,normal,psychic,['Serene Grace'],Melody Pokémon,0.6,6.5,,5,100,128,90,77,77,128
649,Genesect,bug,steel,['Download'],Paleozoic Pokémon,1.5,82.5,,5,71,120,95,120,95,99
650,Chespin,grass,,"['Overgrow', 'Bulletproof']",Spiky Nut Pokémon,0.4,9,88.1,6,56,61,65,48,45,38
651,Quilladin,grass,,"['Overgrow', 'Bulletproof']",Spiny Armor Pokémon,0.7,29,88.1,6,61,78,95,56,58,57
652,Chesnaught,grass,fighting,"['Overgrow', 'Bulletproof']",Spiny Armor Pokémon,1.6,90,88.1,6,88,107,122,74,75,64
653,Fennekin,fire,,"['Blaze', 'Magician']",Fox Pokémon,0.4,9.4,88.1,6,40,45,40,62,60,60
654,Braixen,fire,,"['Blaze', 'Magician']",Fox Pokémon,1,14.5,88.1,6,59,59,58,90,70,73
655,Delphox,fire,psychic,"['Blaze', 'Magician']",Fox Pokémon,1.5,39,88.1,6,75,69,72,114,100,104
656,Froakie,water,,"['Torrent', 'Protean']",Bubble Frog Pokémon,0.3,7,88.1,6,41,56,40,62,44,71
657,Frogadier,water,,"['Torrent', 'Protean']",Bubble Frog Pokémon,0.6,10.9,88.1,6,54,63,52,83,56,97
658,Greninja,water,dark,"['Torrent', 'Protean', 'Battle Bond']",Ninja Pokémon,1.5,40,88.1,6,72,145,67,153,71,132
659,Bunnelby,normal,,"['Pickup', 'Cheek Pouch', 'Huge Power']",Digging Pokémon,0.4,5,50,6,38,36,38,32,36,57
660,Diggersby,normal,ground,"['Pickup', 'Cheek Pouch', 'Huge Power']",Digging Pokémon,1,42.4,50,6,85,56,77,50,77,78
661,Fletchling,normal,flying,"['Big Pecks', 'Gale Wings']",Tiny Robin Pokémon,0.3,1.7,50,6,45,50,43,40,38,62
662,Fletchinder,fire,flying,"['Flame Body', 'Gale Wings']",Ember Pokémon,0.7,16,50,6,62,73,55,56,52,84
663,Talonflame,fire,flying,"['Flame Body', 'Gale Wings']",Scorching Pokémon,1.2,24.5,50,6,78,81,71,74,69,126
664,Scatterbug,bug,,"['Shield Dust', 'Compoundeyes', 'Friend Guard']",Scatterdust Pokémon,0.3,2.5,50,6,38,35,40,27,25,35
665,Spewpa,bug,,"['Shed Skin', 'Friend Guard']",Scatterdust Pokémon,0.3,8.4,50,6,45,22,60,27,30,29
666,Vivillon,bug,flying,"['Shield Dust', 'Compoundeyes', 'Friend Guard']",Scale Pokémon,1.2,17,50,6,80,52,50,90,50,89
667,Litleo,fire,normal,"['Rivalry', 'Unnerve', 'Moxie']",Lion Cub Pokémon,0.6,13.5,11.2,6,62,50,58,73,54,72
668,Pyroar,fire,normal,"['Rivalry', 'Unnerve', 'Moxie']",Royal Pokémon,1.5,81.5,11.2,6,86,68,72,109,66,106
669,Flabébé,fairy,,"['Flower Veil', 'Symbiosis']",Single Bloom Pokémon,0.1,0.1,0,6,44,38,39,61,79,42
670,Floette,fairy,,"['Flower Veil', 'Symbiosis']",Fairy Pokémon,0.2,0.9,0,6,74,65,67,125,128,92
671,Florges,fairy,,"['Flower Veil', 'Symbiosis']",Garden Pokémon,1.1,10,0,6,78,65,68,112,154,75
672,Skiddo,grass,,"['Sap Sipper', 'Grass Pelt']",Mount Pokémon,0.9,31,50,6,66,65,48,62,57,52
673,Gogoat,grass,,"['Sap Sipper', 'Grass Pelt']",Mount Pokémon,1.7,91,50,6,123,100,62,97,81,68
674,Pancham,fighting,,"['Iron Fist', 'Mold Breaker', 'Scrappy']",Playful Pokémon,0.6,8,50,6,67,82,62,46,48,43
675,Pangoro,fighting,dark,"['Iron Fist', 'Mold Breaker', 'Scrappy']",Daunting Pokémon,2.1,136,50,6,95,124,78,69,71,58
676,Furfrou,normal,,['Fur Coat'],Poodle Pokémon,1.2,28,50,6,75,80,60,65,90,102
677,Espurr,psychic,,"['Keen Eye', 'Infiltrator', 'Own Tempo']",Restraint Pokémon,0.3,3.5,50,6,62,48,54,63,60,68
678,Meowstic,psychic,,"['Keen Eye', 'Infiltrator', 'Prankster', 'Competitive']",Constraint Pokémon,0.6,8.5,50,6,74,48,76,83,81,104
679,Honedge,steel,ghost,['No Guard'],Sword Pokémon,0.8,2,50,6,45,80,100,35,37,28
680,Doublade,steel,ghost,['No Guard'],Sword Pokémon,0.8,4.5,50,6,59,110,150,45,49,35
681,Aegislash,steel,ghost,['Stance Change'],Royal Sword Pokémon,1.7,53,50,6,60,150,50,150,50,60
682,Spritzee,fairy,,"['Healer', 'Aroma Veil']",Perfume Pokémon,0.2,0.5,50,6,78,52,60,63,65,23
683,Aromatisse,fairy,,"['Healer', 'Aroma Veil']",Fragrance Pokémon,0.8,15.5,50,6,101,72,72,99,89,29
684,Swirlix,fairy,,"['Sweet Veil', 'Unburden']",Cotton Candy Pokémon,0.4,3.5,50,6,62,48,66,59,57,49
685,Slurpuff,fairy,,"['Sweet Veil', 'Unburden']",Meringue Pokémon,0.8,5,50,6,82,80,86,85,75,72
686,Inkay,dark,psychic,"['Contrary', 'Suction Cups', 'Infiltrator']",Revolving Pokémon,0.4,3.5,50,6,53,54,53,37,46,45
687,Malamar,dark,psychic,"['Contrary', 'Suction Cups', 'Infiltrator']",Overturning Pokémon,1.5,47,50,6,86,92,88,68,75,73
688,Binacle,rock,water,"['Tough Claws', 'Sniper', 'Pickpocket']",Two-Handed Pokémon,0.5,31,50,6,42,52,67,39,56,50
689,Barbaracle,rock,water,"['Tough Claws', 'Sniper', 'Pickpocket']",Collective Pokémon,1.3,96,50,6,72,105,115,54,86,68
690,Skrelp,poison,water,"['Poison Point', 'Poison Touch', 'Adaptability']",Mock Kelp Pokémon,0.5,7.3,50,6,50,60,60,60,60,30
691,Dragalge,poison,dragon,"['Poison Point', 'Poison Touch', 'Adaptability']",Mock Kelp Pokémon,1.8,81.5,50,6,65,75,90,97,123,44
692,Clauncher,water,,['Mega Launcher'],Water Gun Pokémon,0.5,8.3,50,6,50,53,62,58,63,44
693,Clawitzer,water,,['Mega Launcher'],Howitzer Pokémon,1.3,35.3,50,6,71,73,88,120,89,59
694,Helioptile,electric,normal,"['Dry Skin', 'Sand Veil', 'Solar Power']",Generator Pokémon,0.5,6,50,6,44,38,33,61,43,70
695,Heliolisk,electric,normal,"['Dry Skin', 'Sand Veil', 'Solar Power']",Generator Pokémon,1,21,50,6,62,55,52,109,94,109
696,Tyrunt,rock,dragon,"['Strong Jaw', 'Sturdy']",Royal Heir Pokémon,0.8,26,88.1,6,58,89,77,45,45,48
697,Tyrantrum,rock,dragon,"['Strong Jaw', 'Rock Head']",Despot Pokémon,2.5,270,88.1,6,82,121,119,69,59,71
698,Amaura,rock,ice,"['Refrigerate', 'Snow Warning']",Tundra Pokémon,1.3,25.2,88.1,6,77,59,50,67,63,46
699,Aurorus,rock,ice,"['Refrigerate', 'Snow Warning']",Tundra Pokémon,2.7,225,88.1,6,123,77,72,99,92,58
700,Sylveon,fairy,,"['Cute Charm', 'Pixilate']",Intertwining Pokémon,1,23.5,88.1,6,95,65,65,110,130,60
701,Hawlucha,fighting,flying,"['Limber', 'Unburden', 'Mold Breaker']",Wrestling Pokémon,0.8,21.5,50,6,78,92,75,74,63,118
702,Dedenne,electric,fairy,"['Cheek Pouch', 'Pickup', 'Plus']",Antenna Pokémon,0.2,2.2,50,6,67,58,57,81,67,101
703,Carbink,rock,fairy,"['Clear Body', 'Sturdy']",Jewel Pokémon,0.3,5.7,,6,50,50,150,50,150,50
704,Goomy,dragon,,"['Sap Sipper', 'Hydration', 'Gooey']",Soft Tissue Pokémon,0.3,2.8,50,6,45,50,35,55,75,40
705,Sliggoo,dragon,,"['Sap Sipper', 'Hydration', 'Gooey']",Soft Tissue Pokémon,0.8,17.5,50,6,68,75,53,83,113,60
706,Goodra,dragon,,"['Sap Sipper', 'Hydration', 'Gooey']",Dragon Pokémon,2,150.5,50,6,90,100,70,110,150,80
707,Klefki,steel,fairy,"['Prankster', 'Magician']",Key Ring Pokémon,0.2,3,50,6,57,80,91,80,87,75
708,Phantump,ghost,grass,"['Natural Cure', 'Frisk', 'Harvest']",Stump Pokémon,0.4,7,50,6,43,70,48,50,60,38
709,Trevenant,ghost,grass,"['Natural Cure', 'Frisk', 'Harvest']",Elder Tree Pokémon,1.5,71,50,6,85,110,76,65,82,56
710,Pumpkaboo,ghost,grass,"['Pickup', 'Frisk', 'Insomnia']",Pumpkin Pokémon,0.8,15,50,6,59,66,70,44,55,41
711,Gourgeist,ghost,grass,"['Pickup', 'Frisk', 'Insomnia']",Pumpkin Pokémon,1.7,39,50,6,85,100,122,58,75,54
712,Bergmite,ice,,"['Own Tempo', 'Ice Body', 'Sturdy']",Ice Chunk Pokémon,1,99.5,50,6,55,69,85,32,35,28
713,Avalugg,ice,,"['Own Tempo', 'Ice Body', 'Sturdy']",Iceberg Pokémon,2,505,50,6,95,117,184,44,46,28
714,Noibat,flying,dragon,"['Frisk', 'Infiltrator', 'Telepathy']",Sound Wave Pokémon,0.5,8,50,6,40,30,35,45,40,55
715,Noivern,flying,dragon,"['Frisk', 'Infiltrator', 'Telepathy']",Sound Wave Pokémon,1.5,85,50,6,85,70,80,97,80,123
716,Xerneas,fairy,,['Fairy Aura'],Life Pokémon,3,215,,6,126,131,95,131,98,99
717,Yveltal,dark,flying,['Dark Aura'],Destruction Pokémon,5.8,203,,6,126,131,95,131,98,99
718,Zygarde,dragon,ground,"['Aura Break', 'Power Construct']",Order Pokémon,5,284.6,,6,216,100,121,91,95,85
719,Diancie,rock,fairy,['Clear Body'],Jewel Pokémon,0.7,8.8,,6,50,160,110,160,110,110
720,Hoopa,psychic,ghost,['Magician'],Mischief Pokémon (Confined)Djinn Pokémonn (Unbound),,,,6,80,160,60,170,130,80
721,Volcanion,fire,water,['Water Absorb'],Steam Pokémon,1.7,195,,6,80,110,120,130,90,70
722,Rowlet,grass,flying,"['Overgrow', 'Long Reach']",Grass Quill Pokémon,0.3,1.5,88.1,7,68,55,55,50,50,42
723,Dartrix,grass,flying,"['Overgrow', 'Long Reach']",Blade Quill Pokémon,0.7,16,88.1,7,78,75,75,70,70,52
724,Decidueye,grass,ghost,"['Overgrow', 'Long Reach']",Arrow Quill Pokémon,1.6,36.6,88.1,7,78,107,75,100,100,70
725,Litten,fire,,"['Blaze', 'Intimidate']",Fire Cat Pokémon,0.4,4.3,88.1,7,45,65,40,60,40,70
726,Torracat,fire,,"['Blaze', 'Intimidate']",Fire Cat Pokémon,0.7,25,88.1,7,65,85,50,80,50,90
727,Incineroar,fire,dark,"['Blaze', 'Intimidate']",Heel Pokémon,1.8,83,88.1,7,95,115,90,80,90,60
728,Popplio,water,,"['Torrent', 'Liquid Voice']",Sea Lion Pokémon,0.4,7.5,88.1,7,50,54,54,66,56,40
729,Brionne,water,,"['Torrent', 'Liquid Voice']",Pop Star Pokémon,0.6,17.5,88.1,7,60,69,69,91,81,50
730,Primarina,water,fairy,"['Torrent', 'Liquid Voice']",Soloist Pokémon,1.8,44,88.1,7,80,74,74,126,116,60
731,Pikipek,normal,flying,"['Keen Eye', 'Skill Link', 'Pickup']",Woodpecker Pokémon,0.3,1.2,50,7,35,75,30,30,30,65
732,Trumbeak,normal,flying,"['Keen Eye', 'Skill Link', 'Pickup']",Bugle Beak Pokémon,0.6,14.8,50,7,55,85,50,40,50,75
733,Toucannon,normal,flying,"['Keen Eye', 'Skill Link', 'Sheer Force']",Cannon Pokémon,1.1,26,50,7,80,120,75,75,75,60
734,Yungoos,normal,,"['Stakeout', 'Strong Jaw', 'Adaptability']",Loitering Pokémon,0.4,6,50,7,48,70,30,30,30,45
735,Gumshoos,normal,,"['Stakeout', 'Strong Jaw', 'Adaptability']",Stakeout Pokémon,0.7,14.2,50,7,88,110,60,55,60,45
736,Grubbin,bug,,['Swarm'],Larva Pokémon,0.4,4.4,50,7,47,62,45,55,45,46
737,Charjabug,bug,electric,['Battery'],Battery Pokémon,0.5,10.5,50,7,57,82,95,55,75,36
738,Vikavolt,bug,electric,['Levitate'],Stag Beetle Pokémon,1.5,45,50,7,77,70,90,145,75,43
739,Crabrawler,fighting,,"['Hyper Cutter', 'Iron Fist', 'Anger Point']",Boxing Pokémon,0.6,7,50,7,47,82,57,42,47,63
740,Crabominable,fighting,ice,"['Hyper Cutter', 'Iron Fist', 'Anger Point']",Woolly Crab Pokémon,1.7,180,50,7,97,132,77,62,67,43
741,Oricorio,fire,flying,['Dancer'],Dancing Pokémon,0.6,3.4,24.6,7,75,70,70,98,70,93
742,Cutiefly,bug,fairy,"['Honey Gather', 'Shield Dust', 'Sweet Veil']",Bee Fly Pokémon,0.1,0.2,50,7,40,45,40,55,40,84
743,Ribombee,bug,fairy,"['Honey Gather', 'Shield Dust', 'Sweet Veil']",Bee Fly Pokémon,0.2,0.5,50,7,60,55,60,95,70,124
744,Rockruff,rock,,"['Keen Eye', 'Vital Spirit', 'Steadfast']",Puppy Pokémon,0.5,9.2,50,7,45,65,40,30,40,60
745,Lycanroc,rock,,"['Keen Eye', 'Sand Rush', 'Steadfast', 'Keen Eye', 'Vital Spirit', 'No Guard']",Wolf Pokémon,,,50,7,85,115,75,55,75,82
746,Wishiwashi,water,,['Schooling'],Small Fry Pokémon,0.2,0.3,50,7,45,140,130,140,135,30
747,Mareanie,poison,water,"['Merciless', 'Limber', 'Regenerator']",Brutal Star Pokémon,0.4,8,50,7,50,53,62,43,52,45
748,Toxapex,poison,water,"['Merciless', 'Limber', 'Regenerator']",Brutal Star Pokémon,0.7,14.5,50,7,50,63,152,53,142,35
749,Mudbray,ground,,"['Own Tempo', 'Stamina', 'Inner Focus']",Donkey Pokémon,1,110,50,7,70,100,70,45,55,45
750,Mudsdale,ground,,"['Own Tempo', 'Stamina', 'Inner Focus']",Draft Horse Pokémon,2.5,920,50,7,100,125,100,55,85,35
751,Dewpider,water,bug,"['Water Bubble', 'Water Absorb']",Water Bubble Pokémon,0.3,4,50,7,38,40,52,40,72,27
752,Araquanid,water,bug,"['Water Bubble', 'Water Absorb']",Water Bubble Pokémon,1.8,82,50,7,68,70,92,50,132,42
753,Fomantis,grass,,"['Leaf Guard', 'Contrary']",Sickle Grass Pokémon,0.3,1.5,50,7,40,55,35,50,35,35
754,Lurantis,grass,,"['Leaf Guard', 'Contrary']",Bloom Sickle Pokémon,0.9,18.5,50,7,70,105,90,80,90,45
755,Morelull,grass,fairy,"['Illuminate', 'Effect Spore', 'Rain Dish']",Illuminating Pokémon,0.2,1.5,50,7,40,35,55,65,75,15
756,Shiinotic,grass,fairy,"['Illuminate', 'Effect Spore', 'Rain Dish']",Illuminating Pokémon,1,11.5,50,7,60,45,80,90,100,30
757,Salandit,poison,fire,"['Corrosion', 'Oblivious']",Toxic Lizard Pokémon,0.6,4.8,88.1,7,48,44,40,71,40,77
758,Salazzle,poison,fire,"['Corrosion', 'Oblivious']",Toxic Lizard Pokémon,1.2,22.2,0,7,68,64,60,111,60,117
759,Stufful,normal,fighting,"['Fluffy', 'Klutz', 'Cute Charm']",Flailing Pokémon,0.5,6.8,50,7,70,75,50,45,50,50
760,Bewear,normal,fighting,"['Fluffy', 'Klutz', 'Unnerve']",Strong Arm Pokémon,2.1,135,50,7,120,125,80,55,60,60
761,Bounsweet,grass,,"['Leaf Guard', 'Oblivious', 'Sweet Veil']",Fruit Pokémon,0.3,3.2,0,7,42,30,38,30,38,32
762,Steenee,grass,,"['Leaf Guard', 'Oblivious', 'Sweet Veil']",Fruit Pokémon,0.7,8.2,0,7,52,40,48,40,48,62
763,Tsareena,grass,,"['Leaf Guard', 'Queenly Majesty', 'Sweet Veil']",Fruit Pokémon,1.2,21.4,0,7,72,120,98,50,98,72
764,Comfey,fairy,,"['Flower Veil', 'Triage', 'Natural Cure']",Posy Picker Pokémon,0.1,0.3,24.6,7,51,52,90,82,110,100
765,Oranguru,normal,psychic,"['Inner Focus', 'Telepathy', 'Symbiosis']",Sage Pokémon,1.5,76,50,7,90,60,80,90,110,60
766,Passimian,fighting,,"['Receiver', 'Defiant']",Teamwork Pokémon,2,82.8,50,7,100,120,90,40,60,80
767,Wimpod,bug,water,['Wimp Out'],Turn Tail Pokémon,0.5,12,50,7,25,35,40,20,30,80
768,Golisopod,bug,water,['Emergency Exit'],Hard Scale Pokémon,2,108,50,7,75,125,140,60,90,40
769,Sandygast,ghost,ground,"['Water Compaction', 'Sand Veil']",Sand Heap Pokémon,0.5,70,50,7,55,55,80,70,45,15
770,Palossand,ghost,ground,"['Water Compaction', 'Sand Veil']",Sand Castle Pokémon,1.3,250,50,7,85,75,110,100,75,35
771,Pyukumuku,water,,"['Innards Out', 'Unaware']",Sea Cucumber Pokémon,0.3,1.2,50,7,55,60,130,30,130,5
772,Type: Null,normal,,['Battle Armor'],Synthetic Pokémon,1.9,120.5,,7,95,95,95,95,95,59
773,Silvally,normal,,['RKS System'],Synthetic Pokémon,2.3,100.5,,7,95,95,95,95,95,95
774,Minior,rock,flying,['Shields Down'],Meteor Pokémon,0.3,40,,7,60,100,60,100,60,120
775,Komala,normal,,['Comatose'],Drowsing Pokémon,0.4,19.9,50,7,65,115,65,75,95,65
776,Turtonator,fire,dragon,['Shell Armor'],Blast Turtle Pokémon,2,212,50,7,60,78,135,91,85,36
777,Togedemaru,electric,steel,"['Iron Barbs', 'Lightningrod', 'Sturdy']",Roly-Poly Pokémon,0.3,3.3,50,7,65,98,63,40,73,96
778,Mimikyu,ghost,fairy,['Disguise'],Disguise Pokémon,0.2,0.7,50,7,55,90,80,50,105,96
779,Bruxish,water,psychic,"['Dazzling', 'Strong Jaw', 'Wonder Skin ']",Gnash Teeth Pokémon,0.9,19,50,7,68,105,70,70,70,92
780,Drampa,normal,dragon,"['Berserk', 'Sap Sipper', 'Cloud Nine']",Placid Pokémon,3,185,50,7,78,60,85,135,91,36
781,Dhelmise,ghost,grass,['Steelworker'],Sea Creeper Pokémon,3.9,210,,7,70,131,100,86,90,40
782,Jangmo-o,dragon,,"['Bulletproof', 'Soundproof', 'Overcoat']",Scaly Pokémon,0.6,29.7,50,7,45,55,65,45,45,45
783,Hakamo-o,dragon,fighting,"['Bulletproof', 'Soundproof', 'Overcoat']",Scaly Pokémon,1.2,47,50,7,55,75,90,65,70,65
784,Kommo-o,dragon,fighting,"['Bulletproof', 'Soundproof', 'Overcoat']",Scaly Pokémon,1.6,78.2,50,7,75,110,125,100,105,85
785,Tapu Koko,electric,fairy,"['Electric Surge', 'Telepathy']",Land Spirit Pokémon,1.8,20.5,,7,70,115,85,95,75,130
786,Tapu Lele,psychic,fairy,"['Psychic Surge', 'Telepathy']",Land Spirit Pokémon,1.2,18.6,,7,70,85,75,130,115,95
787,Tapu Bulu,grass,fairy,"['Grassy Surge', 'Telepathy']",Land Spirit Pokémon,1.9,45.5,,7,70,130,115,85,95,75
788,Tapu Fini,water,fairy,"['Misty Surge', 'Telepathy']",Land Spirit Pokémon,1.3,21.2,,7,70,75,115,95,130,85
789,Cosmog,psychic,,['Unaware'],Nebula Pokémon,0.2,0.1,,7,43,29,31,29,31,37
790,Cosmoem,psychic,,['Sturdy'],Protostar Pokémon,0.1,999.9,,7,43,29,131,29,131,37
791,Solgaleo,psychic,steel,['Full Metal Body'],Sunne Pokémon,3.4,230,,7,137,137,107,113,89,97
792,Lunala,psychic,ghost,['Shadow Shield'],Moone Pokémon,4,120,,7,137,113,89,137,107,97
793,Nihilego,rock,poison,['Beast Boost'],Parasite Pokémon,1.2,55.5,,7,109,53,47,127,131,103
794,Buzzwole,bug,fighting,['Beast Boost'],Swollen Pokémon,2.4,333.6,,7,107,139,139,53,53,79
795,Pheromosa,bug,fighting,['Beast Boost'],Lissome Pokémon,1.8,25,,7,71,137,37,137,37,151
796,Xurkitree,electric,,['Beast Boost'],Glowing Pokémon,3.8,100,,7,83,89,71,173,71,83
797,Celesteela,steel,flying,['Beast Boost'],Launch Pokémon,9.2,999.9,,7,97,101,103,107,101,61
798,Kartana,grass,steel,['Beast Boost'],Drawn Sword Pokémon,0.3,0.1,,7,59,181,131,59,31,109
799,Guzzlord,dark,dragon,['Beast Boost'],Junkivore Pokémon,5.5,888,,7,223,101,53,97,53,43
800,Necrozma,psychic,,['Prism Armor'],Prism Pokémon,2.4,230,,7,97,107,101,127,89,79
801,Magearna,steel,fairy,['Soul-Heart'],Artificial Pokémon,1,80.5,,7,80,95,115,130,115,65
802,Marshadow,fighting,ghost,['Technician'],Gloomdweller Pokémon,0.7,22.2,,7,90,125,80,90,90,125
803,Poipole,poison,,['Beast Boost'],Poison Pin Pokémon,0.6,1.8,,7,67,73,67,73,67,73
804,Nagandel,poison,dragon,['Beast Boost'],Poison Pin Pokémon,3.6,150,,7,73,73,73,127,73,121
805,Stakataka,rock,steel,['Beast Boost'],Rampart Pokémon,5.5,820,,7,61,131,211,53,101,13
806,Blacephalon,fire,ghost,['Beast Boost'],Fireworks Pokémon,1.8,13,,7,53,127,53,151,79,107
807,Zeraora,electric,,['Volt Absorb'],Thunderclap Pokémon,1.5,44.5,,7,88,112,75,102,80,143
808,Meltan,steel,,['Magnet Pull'],Hex Nut Pokémon,0.2,8,,7,46,65,65,55,35,34
809,Melmetal,steel,,['Iron Fist'],Hex Nut Pokémon,2.5,800,,7,135,143,143,80,65,34
