abilities,attack,classfication,defense,height_m,hp,name,percentage_male,pokedex_number,sp_attack,sp_defense,speed,type1,type2,weight_kg,generation,is_legendary
"['Frisk', 'Competitive', 'Shadow Tag']",30,Fixation Pokémon,50,0.4,45,Gothita,24.6,574,55,65,45,psychic,,5.8,5,0
"['Frisk', 'Competitive', 'Shadow Tag']",45,Manipulate Pokémon,70,0.7,60,Gothorita,24.6,575,75,85,55,psychic,,18.0,5,0
"['Frisk', 'Competitive', 'Shadow Tag']",55,Astral Body Pokémon,95,1.5,70,Gothitelle,24.6,576,95,110,65,psychic,,44.0,5,0
"['Overcoat', 'Magic Guard', 'Regenerator']",30,Cell Pokémon,40,0.3,45,Solosis,50.0,577,105,50,20,psychic,,1.0,5,0
"['Overcoat', 'Magic Guard', 'Regenerator']",40,Mitosis Pokémon,50,0.6,65,Duosion,50.0,578,125,60,30,psychic,,8.0,5,0
"['Overcoat', 'Magic Guard', 'Regenerator']",65,Multiplying Pokémon,75,1.0,110,Reuniclus,50.0,579,125,85,30,psychic,,20.1,5,0
"['Keen Eye', 'Big Pecks', 'Hydration']",44,Water Bird Pokémon,50,0.5,62,Ducklett,50.0,580,44,50,55,water,flying,5.5,5,0
"['Keen Eye', 'Big Pecks', 'Hydration']",87,White Bird Pokémon,63,1.3,75,Swanna,50.0,581,87,63,98,water,flying,24.2,5,0
"['Ice Body', 'Snow Cloak', 'Weak Armor']",50,Fresh Snow Pokémon,50,0.4,36,Vanillite,50.0,582,65,60,44,ice,,5.7,5,0
"['Ice Body', 'Snow Cloak', 'Weak Armor']",65,Icy Snow Pokémon,65,1.1,51,Vanillish,50.0,583,80,75,59,ice,,41.0,5,0
"['Ice Body', 'Snow Warning', 'Weak Armor']",95,Snowstorm Pokémon,85,1.3,71,Vanilluxe,50.0,584,110,95,79,ice,,57.5,5,0
"['Chlorophyll', 'Sap Sipper', 'Serene Grace']",60,Season Pokémon,50,0.6,60,Deerling,50.0,585,40,50,75,normal,grass,19.5,5,0
"['Chlorophyll', 'Sap Sipper', 'Serene Grace']",100,Season Pokémon,70,1.9,80,Sawsbuck,50.0,586,60,70,95,normal,grass,92.5,5,0
"['Static', 'Motor Drive']",75,Sky Squirrel Pokémon,60,0.4,55,Emolga,50.0,587,75,60,103,electric,flying,5.0,5,0
"['Swarm', 'Shed Skin', 'No Guard']",75,Clamping Pokémon,45,0.5,50,Karrablast,50.0,588,40,45,60,bug,,5.9,5,0
"['Swarm', 'Shell Armor', 'Overcoat']",135,Cavalry Pokémon,105,1.0,70,Escavalier,50.0,589,60,105,20,bug,steel,33.0,5,0
"['Effect Spore', 'Regenerator']",55,Mushroom Pokémon,45,0.2,69,Foongus,50.0,590,55,55,15,grass,poison,1.0,5,0
"['Effect Spore', 'Regenerator']",85,Mushroom Pokémon,70,0.6,114,Amoonguss,50.0,591,85,80,30,grass,poison,10.5,5,0
"['Water Absorb', 'Cursed Body', 'Damp']",40,Floating Pokémon,50,1.2,55,Frillish,50.0,592,65,85,40,water,ghost,33.0,5,0
"['Water Absorb', 'Cursed Body', 'Damp']",60,Floating Pokémon,70,2.2,100,Jellicent,50.0,593,85,105,60,water,ghost,135.0,5,0
"['Healer', 'Hydration', 'Regenerator']",75,Caring Pokémon,80,1.2,165,Alomomola,50.0,594,40,45,65,water,,31.6,5,0
"['Compoundeyes', 'Unnerve', 'Swarm']",47,Attaching Pokémon,50,0.1,50,Joltik,50.0,595,57,50,65,bug,electric,0.6,5,0
"['Compoundeyes', 'Unnerve', 'Swarm']",77,EleSpider Pokémon,60,0.8,70,Galvantula,50.0,596,97,60,108,bug,electric,14.3,5,0
['Iron Barbs'],50,Thorn Seed Pokémon,91,0.6,44,Ferroseed,50.0,597,24,86,10,grass,steel,18.8,5,0
"['Iron Barbs', 'Anticipation']",94,Thorn Pod Pokémon,131,1.0,74,Ferrothorn,50.0,598,54,116,20,grass,steel,110.0,5,0
"['Plus', 'Minus', 'Clear Body']",55,Gear Pokémon,70,0.3,40,Klink,,599,45,60,30,steel,,21.0,5,0
"['Plus', 'Minus', 'Clear Body']",80,Gear Pokémon,95,0.6,60,Klang,,600,70,85,50,steel,,51.0,5,0
"['Plus', 'Minus', 'Clear Body']",100,Gear Pokémon,115,0.6,60,Klinklang,,601,70,85,90,steel,,81.0,5,0
['Levitate'],55,EleFish Pokémon,40,0.2,35,Tynamo,50.0,602,45,40,60,electric,,0.3,5,0
['Levitate'],85,EleFish Pokémon,70,1.2,65,Eelektrik,50.0,603,75,70,40,electric,,22.0,5,0
['Levitate'],115,EleFish Pokémon,80,2.1,85,Eelektross,50.0,604,105,80,50,electric,,80.5,5,0
"['Telepathy', 'Synchronize', 'Analytic']",55,Cerebral Pokémon,55,0.5,55,Elgyem,50.0,605,85,55,30,psychic,,9.0,5,0
"['Telepathy', 'Synchronize', 'Analytic']",75,Cerebral Pokémon,75,1.0,75,Beheeyem,50.0,606,125,95,40,psychic,,34.5,5,0
"['Flash Fire', 'Flame Body', 'Infiltrator']",30,Candle Pokémon,55,0.3,50,Litwick,50.0,607,65,55,20,ghost,fire,3.1,5,0
"['Flash Fire', 'Flame Body', 'Infiltrator']",40,Lamp Pokémon,60,0.6,60,Lampent,50.0,608,95,60,55,ghost,fire,13.0,5,0
"['Flash Fire', 'Flame Body', 'Infiltrator']",55,Luring Pokémon,90,1.0,60,Chandelure,50.0,609,145,90,80,ghost,fire,34.3,5,0
"['Rivalry', 'Mold Breaker', 'Unnerve']",87,Tusk Pokémon,60,0.6,46,Axew,50.0,610,30,40,57,dragon,,18.0,5,0
"['Rivalry', 'Mold Breaker', 'Unnerve']",117,Axe Jaw Pokémon,70,1.0,66,Fraxure,50.0,611,40,50,67,dragon,,36.0,5,0
"['Rivalry', 'Mold Breaker', 'Unnerve']",147,Axe Jaw Pokémon,90,1.8,76,Haxorus,50.0,612,60,70,97,dragon,,105.5,5,0
"['Snow Cloak', 'Slush Rush', 'Rattled']",70,Chill Pokémon,40,0.5,55,Cubchoo,50.0,613,60,40,40,ice,,8.5,5,0
"['Snow Cloak', 'Slush Rush', 'Swift Swim']",130,Freezing Pokémon,80,2.6,95,Beartic,50.0,614,70,80,50,ice,,260.0,5,0
['Levitate'],50,Crystallizing Pokémon,50,1.1,80,Cryogonal,,615,95,135,105,ice,,148.0,5,0
"['Hydration', 'Shell Armor', 'Overcoat']",40,Snail Pokémon,85,0.4,50,Shelmet,50.0,616,40,65,25,bug,,7.7,5,0
"['Hydration', 'Sticky Hold', 'Unburden']",70,Shell Out Pokémon,40,0.8,80,Accelgor,50.0,617,100,60,145,bug,,25.3,5,0
"['Static', 'Limber', 'Sand Veil']",66,Trap Pokémon,84,0.7,109,Stunfisk,50.0,618,81,99,32,ground,electric,11.0,5,0
"['Inner Focus', 'Regenerator', 'Reckless']",85,Martial Arts Pokémon,50,0.9,45,Mienfoo,50.0,619,55,50,65,fighting,,20.0,5,0
"['Inner Focus', 'Regenerator', 'Reckless']",125,Martial Arts Pokémon,60,1.4,65,Mienshao,50.0,620,95,60,105,fighting,,35.5,5,0
"['Rough Skin', 'Sheer Force', 'Mold Breaker']",120,Cave Pokémon,90,1.6,77,Druddigon,50.0,621,60,90,48,dragon,,139.0,5,0
"['Iron Fist', 'Klutz', 'No Guard']",74,Automaton Pokémon,50,1.0,59,Golett,,622,35,50,35,ground,ghost,92.0,5,0
"['Iron Fist', 'Klutz', 'No Guard']",124,Automaton Pokémon,80,2.8,89,Golurk,,623,55,80,55,ground,ghost,330.0,5,0
"['Defiant', 'Inner Focus', 'Pressure']",85,Sharp Blade Pokémon,70,0.5,45,Pawniard,50.0,624,40,40,60,dark,steel,10.2,5,0
"['Defiant', 'Inner Focus', 'Pressure']",125,Sword Blade Pokémon,100,1.6,65,Bisharp,50.0,625,60,70,70,dark,steel,70.0,5,0
"['Reckless', 'Sap Sipper', 'Soundproof']",110,Bash Buffalo Pokémon,95,1.6,95,Bouffalant,50.0,626,40,95,55,normal,,94.6,5,0
"['Keen Eye', 'Sheer Force', 'Hustle']",83,Eaglet Pokémon,50,0.5,70,Rufflet,100.0,627,37,50,60,normal,flying,10.5,5,0
"['Keen Eye', 'Sheer Force', 'Defiant']",123,Valiant Pokémon,75,1.5,100,Braviary,100.0,628,57,75,80,normal,flying,41.0,5,0
"['Big Pecks', 'Overcoat', 'Weak Armor']",55,Diapered Pokémon,75,0.5,70,Vullaby,0.0,629,45,65,60,dark,flying,9.0,5,0
"['Big Pecks', 'Overcoat', 'Weak Armor']",65,Bone Vulture Pokémon,105,1.2,110,Mandibuzz,0.0,630,55,95,80,dark,flying,39.5,5,0
"['Gluttony', 'Flash Fire', 'White Smoke']",97,Anteater Pokémon,66,1.4,85,Heatmor,50.0,631,105,66,65,fire,,58.0,5,0
"['Swarm', 'Hustle', 'Truant']",109,Iron Ant Pokémon,112,0.3,58,Durant,50.0,632,48,48,109,bug,steel,33.0,5,0
['Hustle'],65,Irate Pokémon,50,0.8,52,Deino,50.0,633,45,50,38,dark,dragon,17.3,5,0
['Hustle'],85,Hostile Pokémon,70,1.4,72,Zweilous,50.0,634,65,70,58,dark,dragon,50.0,5,0
['Levitate'],105,Brutal Pokémon,90,1.8,92,Hydreigon,50.0,635,125,90,98,dark,dragon,160.0,5,0
"['Flame Body', 'Swarm']",85,Torch Pokémon,55,1.1,55,Larvesta,50.0,636,50,55,60,bug,fire,28.8,5,0
"['Flame Body', 'Swarm']",60,Sun Pokémon,65,1.6,85,Volcarona,50.0,637,135,105,100,bug,fire,46.0,5,0
['Justified'],90,Iron Will Pokémon,129,2.1,91,Cobalion,,638,90,72,108,steel,fighting,250.0,5,1
['Justified'],129,Cavern Pokémon,90,1.9,91,Terrakion,,639,72,90,108,rock,fighting,260.0,5,1
['Justified'],90,Grassland Pokémon,72,2.0,91,Virizion,,640,90,129,108,grass,fighting,200.0,5,1
"['Prankster', 'Defiant', 'Regenerator']",100,Cyclone Pokémon,80,1.5,79,Tornadus,100.0,641,110,90,121,flying,,63.0,5,1
"['Prankster', 'Defiant', 'Volt Absorb']",105,Bolt Strike Pokémon,70,1.5,79,Thundurus,100.0,642,145,80,101,electric,flying,61.0,5,1
['Turboblaze'],120,Vast White Pokémon,100,3.2,100,Reshiram,,643,150,120,90,dragon,fire,330.0,5,1
['Teravolt'],150,Deep Black Pokémon,120,2.9,100,Zekrom,,644,120,100,90,dragon,electric,345.0,5,1
"['Sand Force', 'Sheer Force', 'Intimidate']",145,Abundance Pokémon,90,1.5,89,Landorus,100.0,645,105,80,91,ground,flying,68.0,5,1
"['Pressure', 'Teravolt', 'Turboblaze']",120,Boundary Pokémon,90,3.0,125,Kyurem,,646,170,100,95,dragon,ice,325.0,5,1
['Justified'],72,Colt Pokémon,90,1.4,91,Keldeo,,647,129,90,108,water,fighting,48.5,5,1
['Serene Grace'],128,Melody Pokémon,90,0.6,100,Meloetta,,648,77,77,128,normal,psychic,6.5,5,1
['Download'],120,Paleozoic Pokémon,95,1.5,71,Genesect,,649,120,95,99,bug,steel,82.5,5,1
"['Overgrow', 'Bulletproof']",61,Spiky Nut Pokémon,65,0.4,56,Chespin,88.1,650,48,45,38,grass,,9.0,6,0
"['Overgrow', 'Bulletproof']",78,Spiny Armor Pokémon,95,0.7,61,Quilladin,88.1,651,56,58,57,grass,,29.0,6,0
"['Overgrow', 'Bulletproof']",107,Spiny Armor Pokémon,122,1.6,88,Chesnaught,88.1,652,74,75,64,grass,fighting,90.0,6,0
"['Blaze', 'Magician']",45,Fox Pokémon,40,0.4,40,Fennekin,88.1,653,62,60,60,fire,,9.4,6,0
"['Blaze', 'Magician']",59,Fox Pokémon,58,1.0,59,Braixen,88.1,654,90,70,73,fire,,14.5,6,0
"['Blaze', 'Magician']",69,Fox Pokémon,72,1.5,75,Delphox,88.1,655,114,100,104,fire,psychic,39.0,6,0
"['Torrent', 'Protean']",56,Bubble Frog Pokémon,40,0.3,41,Froakie,88.1,656,62,44,71,water,,7.0,6,0
"['Torrent', 'Protean']",63,Bubble Frog Pokémon,52,0.6,54,Frogadier,88.1,657,83,56,97,water,,10.9,6,0
"['Torrent', 'Protean', 'Battle Bond']",145,Ninja Pokémon,67,1.5,72,Greninja,88.1,658,153,71,132,water,dark,40.0,6,0
"['Pickup', 'Cheek Pouch', 'Huge Power']",36,Digging Pokémon,38,0.4,38,Bunnelby,50.0,659,32,36,57,normal,,5.0,6,0
"['Pickup', 'Cheek Pouch', 'Huge Power']",56,Digging Pokémon,77,1.0,85,Diggersby,50.0,660,50,77,78,normal,ground,42.4,6,0
"['Big Pecks', 'Gale Wings']",50,Tiny Robin Pokémon,43,0.3,45,Fletchling,50.0,661,40,38,62,normal,flying,1.7,6,0
"['Flame Body', 'Gale Wings']",73,Ember Pokémon,55,0.7,62,Fletchinder,50.0,662,56,52,84,fire,flying,16.0,6,0
"['Flame Body', 'Gale Wings']",81,Scorching Pokémon,71,1.2,78,Talonflame,50.0,663,74,69,126,fire,flying,24.5,6,0
"['Shield Dust', 'Compoundeyes', 'Friend Guard']",35,Scatterdust Pokémon,40,0.3,38,Scatterbug,50.0,664,27,25,35,bug,,2.5,6,0
"['Shed Skin', 'Friend Guard']",22,Scatterdust Pokémon,60,0.3,45,Spewpa,50.0,665,27,30,29,bug,,8.4,6,0
"['Shield Dust', 'Compoundeyes', 'Friend Guard']",52,Scale Pokémon,50,1.2,80,Vivillon,50.0,666,90,50,89,bug,flying,17.0,6,0
"['Rivalry', 'Unnerve', 'Moxie']",50,Lion Cub Pokémon,58,0.6,62,Litleo,11.2,667,73,54,72,fire,normal,13.5,6,0
"['Rivalry', 'Unnerve', 'Moxie']",68,Royal Pokémon,72,1.5,86,Pyroar,11.2,668,109,66,106,fire,normal,81.5,6,0
"['Flower Veil', 'Symbiosis']",38,Single Bloom Pokémon,39,0.1,44,Flabébé,0.0,669,61,79,42,fairy,,0.1,6,0
"['Flower Veil', 'Symbiosis']",65,Fairy Pokémon,67,0.2,74,Floette,0.0,670,125,128,92,fairy,,0.9,6,0
"['Flower Veil', 'Symbiosis']",65,Garden Pokémon,68,1.1,78,Florges,0.0,671,112,154,75,fairy,,10.0,6,0
"['Sap Sipper', 'Grass Pelt']",65,Mount Pokémon,48,0.9,66,Skiddo,50.0,672,62,57,52,grass,,31.0,6,0
"['Sap Sipper', 'Grass Pelt']",100,Mount Pokémon,62,1.7,123,Gogoat,50.0,673,97,81,68,grass,,91.0,6,0
"['Iron Fist', 'Mold Breaker', 'Scrappy']",82,Playful Pokémon,62,0.6,67,Pancham,50.0,674,46,48,43,fighting,,8.0,6,0
"['Iron Fist', 'Mold Breaker', 'Scrappy']",124,Daunting Pokémon,78,2.1,95,Pangoro,50.0,675,69,71,58,fighting,dark,136.0,6,0
['Fur Coat'],80,Poodle Pokémon,60,1.2,75,Furfrou,50.0,676,65,90,102,normal,,28.0,6,0
"['Keen Eye', 'Infiltrator', 'Own Tempo']",48,Restraint Pokémon,54,0.3,62,Espurr,50.0,677,63,60,68,psychic,,3.5,6,0
"['Keen Eye', 'Infiltrator', 'Prankster', 'Competitive']",48,Constraint Pokémon,76,0.6,74,Meowstic,50.0,678,83,81,104,psychic,,8.5,6,0
['No Guard'],80,Sword Pokémon,100,0.8,45,Honedge,50.0,679,35,37,28,steel,ghost,2.0,6,0
['No Guard'],110,Sword Pokémon,150,0.8,59,Doublade,50.0,680,45,49,35,steel,ghost,4.5,6,0
['Stance Change'],150,Royal Sword Pokémon,50,1.7,60,Aegislash,50.0,681,150,50,60,steel,ghost,53.0,6,0
"['Healer', 'Aroma Veil']",52,Perfume Pokémon,60,0.2,78,Spritzee,50.0,682,63,65,23,fairy,,0.5,6,0
"['Healer', 'Aroma Veil']",72,Fragrance Pokémon,72,0.8,101,Aromatisse,50.0,683,99,89,29,fairy,,15.5,6,0
"['Sweet Veil', 'Unburden']",48,Cotton Candy Pokémon,66,0.4,62,Swirlix,50.0,684,59,57,49,fairy,,3.5,6,0
"['Sweet Veil', 'Unburden']",80,Meringue Pokémon,86,0.8,82,Slurpuff,50.0,685,85,75,72,fairy,,5.0,6,0
"['Contrary', 'Suction Cups', 'Infiltrator']",54,Revolving Pokémon,53,0.4,53,Inkay,50.0,686,37,46,45,dark,psychic,3.5,6,0
"['Contrary', 'Suction Cups', 'Infiltrator']",92,Overturning Pokémon,88,1.5,86,Malamar,50.0,687,68,75,73,dark,psychic,47.0,6,0
"['Tough Claws', 'Sniper', 'Pickpocket']",52,Two-Handed Pokémon,67,0.5,42,Binacle,50.0,688,39,56,50,rock,water,31.0,6,0
"['Tough Claws', 'Sniper', 'Pickpocket']",105,Collective Pokémon,115,1.3,72,Barbaracle,50.0,689,54,86,68,rock,water,96.0,6,0
"['Poison Point', 'Poison Touch', 'Adaptability']",60,Mock Kelp Pokémon,60,0.5,50,Skrelp,50.0,690,60,60,30,poison,water,7.3,6,0
"['Poison Point', 'Poison Touch', 'Adaptability']",75,Mock Kelp Pokémon,90,1.8,65,Dragalge,50.0,691,97,123,44,poison,dragon,81.5,6,0
['Mega Launcher'],53,Water Gun Pokémon,62,0.5,50,Clauncher,50.0,692,58,63,44,water,,8.3,6,0
['Mega Launcher'],73,Howitzer Pokémon,88,1.3,71,Clawitzer,50.0,693,120,89,59,water,,35.3,6,0
"['Dry Skin', 'Sand Veil', 'Solar Power']",38,Generator Pokémon,33,0.5,44,Helioptile,50.0,694,61,43,70,electric,normal,6.0,6,0
"['Dry Skin', 'Sand Veil', 'Solar Power']",55,Generator Pokémon,52,1.0,62,Heliolisk,50.0,695,109,94,109,electric,normal,21.0,6,0
"['Strong Jaw', 'Sturdy']",89,Royal Heir Pokémon,77,0.8,58,Tyrunt,88.1,696,45,45,48,rock,dragon,26.0,6,0
"['Strong Jaw', 'Rock Head']",121,Despot Pokémon,119,2.5,82,Tyrantrum,88.1,697,69,59,71,rock,dragon,270.0,6,0
"['Refrigerate', 'Snow Warning']",59,Tundra Pokémon,50,1.3,77,Amaura,88.1,698,67,63,46,rock,ice,25.2,6,0
"['Refrigerate', 'Snow Warning']",77,Tundra Pokémon,72,2.7,123,Aurorus,88.1,699,99,92,58,rock,ice,225.0,6,0
"['Cute Charm', 'Pixilate']",65,Intertwining Pokémon,65,1.0,95,Sylveon,88.1,700,110,130,60,fairy,,23.5,6,0
"['Limber', 'Unburden', 'Mold Breaker']",92,Wrestling Pokémon,75,0.8,78,Hawlucha,50.0,701,74,63,118,fighting,flying,21.5,6,0
"['Cheek Pouch', 'Pickup', 'Plus']",58,Antenna Pokémon,57,0.2,67,Dedenne,50.0,702,81,67,101,electric,fairy,2.2,6,0
"['Clear Body', 'Sturdy']",50,Jewel Pokémon,150,0.3,50,Carbink,,703,50,150,50,rock,fairy,5.7,6,0
"['Sap Sipper', 'Hydration', 'Gooey']",50,Soft Tissue Pokémon,35,0.3,45,Goomy,50.0,704,55,75,40,dragon,,2.8,6,0
"['Sap Sipper', 'Hydration', 'Gooey']",75,Soft Tissue Pokémon,53,0.8,68,Sliggoo,50.0,705,83,113,60,dragon,,17.5,6,0
"['Sap Sipper', 'Hydration', 'Gooey']",100,Dragon Pokémon,70,2.0,90,Goodra,50.0,706,110,150,80,dragon,,150.5,6,0
"['Prankster', 'Magician']",80,Key Ring Pokémon,91,0.2,57,Klefki,50.0,707,80,87,75,steel,fairy,3.0,6,0
"['Natural Cure', 'Frisk', 'Harvest']",70,Stump Pokémon,48,0.4,43,Phantump,50.0,708,50,60,38,ghost,grass,7.0,6,0
"['Natural Cure', 'Frisk', 'Harvest']",110,Elder Tree Pokémon,76,1.5,85,Trevenant,50.0,709,65,82,56,ghost,grass,71.0,6,0
"['Pickup', 'Frisk', 'Insomnia']",66,Pumpkin Pokémon,70,0.8,59,Pumpkaboo,50.0,710,44,55,41,ghost,grass,15.0,6,0
"['Pickup', 'Frisk', 'Insomnia']",100,Pumpkin Pokémon,122,1.7,85,Gourgeist,50.0,711,58,75,54,ghost,grass,39.0,6,0
"['Own Tempo', 'Ice Body', 'Sturdy']",69,Ice Chunk Pokémon,85,1.0,55,Bergmite,50.0,712,32,35,28,ice,,99.5,6,0
"['Own Tempo', 'Ice Body', 'Sturdy']",117,Iceberg Pokémon,184,2.0,95,Avalugg,50.0,713,44,46,28,ice,,505.0,6,0
"['Frisk', 'Infiltrator', 'Telepathy']",30,Sound Wave Pokémon,35,0.5,40,Noibat,50.0,714,45,40,55,flying,dragon,8.0,6,0
"['Frisk', 'Infiltrator', 'Telepathy']",70,Sound Wave Pokémon,80,1.5,85,Noivern,50.0,715,97,80,123,flying,dragon,85.0,6,0
['Fairy Aura'],131,Life Pokémon,95,3.0,126,Xerneas,,716,131,98,99,fairy,,215.0,6,1
['Dark Aura'],131,Destruction Pokémon,95,5.8,126,Yveltal,,717,131,98,99,dark,flying,203.0,6,1
"['Aura Break', 'Power Construct']",100,Order Pokémon,121,5.0,216,Zygarde,,718,91,95,85,dragon,ground,284.6,6,1
['Clear Body'],160,Jewel Pokémon,110,0.7,50,Diancie,,719,160,110,110,rock,fairy,8.8,6,1
['Magician'],160,Mischief Pokémon (Confined)Djinn Pokémonn (Unbound),60,,80,Hoopa,,720,170,130,80,psychic,ghost,,6,1
['Water Absorb'],110,Steam Pokémon,120,1.7,80,Volcanion,,721,130,90,70,fire,water,195.0,6,1
"['Overgrow', 'Long Reach']",55,Grass Quill Pokémon,55,0.3,68,Rowlet,88.1,722,50,50,42,grass,flying,1.5,7,0
"['Overgrow', 'Long Reach']",75,Blade Quill Pokémon,75,0.7,78,Dartrix,88.1,723,70,70,52,grass,flying,16.0,7,0
"['Overgrow', 'Long Reach']",107,Arrow Quill Pokémon,75,1.6,78,Decidueye,88.1,724,100,100,70,grass,ghost,36.6,7,0
"['Blaze', 'Intimidate']",65,Fire Cat Pokémon,40,0.4,45,Litten,88.1,725,60,40,70,fire,,4.3,7,0
"['Blaze', 'Intimidate']",85,Fire Cat Pokémon,50,0.7,65,Torracat,88.1,726,80,50,90,fire,,25.0,7,0
"['Blaze', 'Intimidate']",115,Heel Pokémon,90,1.8,95,Incineroar,88.1,727,80,90,60,fire,dark,83.0,7,0
"['Torrent', 'Liquid Voice']",54,Sea Lion Pokémon,54,0.4,50,Popplio,88.1,728,66,56,40,water,,7.5,7,0
"['Torrent', 'Liquid Voice']",69,Pop Star Pokémon,69,0.6,60,Brionne,88.1,729,91,81,50,water,,17.5,7,0
"['Torrent', 'Liquid Voice']",74,Soloist Pokémon,74,1.8,80,Primarina,88.1,730,126,116,60,water,fairy,44.0,7,0
"['Keen Eye', 'Skill Link', 'Pickup']",75,Woodpecker Pokémon,30,0.3,35,Pikipek,50.0,731,30,30,65,normal,flying,1.2,7,0
"['Keen Eye', 'Skill Link', 'Pickup']",85,Bugle Beak Pokémon,50,0.6,55,Trumbeak,50.0,732,40,50,75,normal,flying,14.8,7,0
"['Keen Eye', 'Skill Link', 'Sheer Force']",120,Cannon Pokémon,75,1.1,80,Toucannon,50.0,733,75,75,60,normal,flying,26.0,7,0
"['Stakeout', 'Strong Jaw', 'Adaptability']",70,Loitering Pokémon,30,0.4,48,Yungoos,50.0,734,30,30,45,normal,,6.0,7,0
"['Stakeout', 'Strong Jaw', 'Adaptability']",110,Stakeout Pokémon,60,0.7,88,Gumshoos,50.0,735,55,60,45,normal,,14.2,7,0
['Swarm'],62,Larva Pokémon,45,0.4,47,Grubbin,50.0,736,55,45,46,bug,,4.4,7,0
['Battery'],82,Battery Pokémon,95,0.5,57,Charjabug,50.0,737,55,75,36,bug,electric,10.5,7,0
['Levitate'],70,Stag Beetle Pokémon,90,1.5,77,Vikavolt,50.0,738,145,75,43,bug,electric,45.0,7,0
"['Hyper Cutter', 'Iron Fist', 'Anger Point']",82,Boxing Pokémon,57,0.6,47,Crabrawler,50.0,739,42,47,63,fighting,,7.0,7,0
"['Hyper Cutter', 'Iron Fist', 'Anger Point']",132,Woolly Crab Pokémon,77,1.7,97,Crabominable,50.0,740,62,67,43,fighting,ice,180.0,7,0
['Dancer'],70,Dancing Pokémon,70,0.6,75,Oricorio,24.6,741,98,70,93,fire,flying,3.4,7,0
"['Honey Gather', 'Shield Dust', 'Sweet Veil']",45,Bee Fly Pokémon,40,0.1,40,Cutiefly,50.0,742,55,40,84,bug,fairy,0.2,7,0
"['Honey Gather', 'Shield Dust', 'Sweet Veil']",55,Bee Fly Pokémon,60,0.2,60,Ribombee,50.0,743,95,70,124,bug,fairy,0.5,7,0
"['Keen Eye', 'Vital Spirit', 'Steadfast']",65,Puppy Pokémon,40,0.5,45,Rockruff,50.0,744,30,40,60,rock,,9.2,7,0
"['Keen Eye', 'Sand Rush', 'Steadfast', 'Keen Eye', 'Vital Spirit', 'No Guard']",115,Wolf Pokémon,75,,85,Lycanroc,50.0,745,55,75,82,rock,,,7,0
['Schooling'],140,Small Fry Pokémon,130,0.2,45,Wishiwashi,50.0,746,140,135,30,water,,0.3,7,0
"['Merciless', 'Limber', 'Regenerator']",53,Brutal Star Pokémon,62,0.4,50,Mareanie,50.0,747,43,52,45,poison,water,8.0,7,0
"['Merciless', 'Limber', 'Regenerator']",63,Brutal Star Pokémon,152,0.7,50,Toxapex,50.0,748,53,142,35,poison,water,14.5,7,0
"['Own Tempo', 'Stamina', 'Inner Focus']",100,Donkey Pokémon,70,1.0,70,Mudbray,50.0,749,45,55,45,ground,,110.0,7,0
"['Own Tempo', 'Stamina', 'Inner Focus']",125,Draft Horse Pokémon,100,2.5,100,Mudsdale,50.0,750,55,85,35,ground,,920.0,7,0
"['Water Bubble', 'Water Absorb']",40,Water Bubble Pokémon,52,0.3,38,Dewpider,50.0,751,40,72,27,water,bug,4.0,7,0
"['Water Bubble', 'Water Absorb']",70,Water Bubble Pokémon,92,1.8,68,Araquanid,50.0,752,50,132,42,water,bug,82.0,7,0
"['Leaf Guard', 'Contrary']",55,Sickle Grass Pokémon,35,0.3,40,Fomantis,50.0,753,50,35,35,grass,,1.5,7,0
"['Leaf Guard', 'Contrary']",105,Bloom Sickle Pokémon,90,0.9,70,Lurantis,50.0,754,80,90,45,grass,,18.5,7,0
"['Illuminate', 'Effect Spore', 'Rain Dish']",35,Illuminating Pokémon,55,0.2,40,Morelull,50.0,755,65,75,15,grass,fairy,1.5,7,0
"['Illuminate', 'Effect Spore', 'Rain Dish']",45,Illuminating Pokémon,80,1.0,60,Shiinotic,50.0,756,90,100,30,grass,fairy,11.5,7,0
"['Corrosion', 'Oblivious']",44,Toxic Lizard Pokémon,40,0.6,48,Salandit,88.1,757,71,40,77,poison,fire,4.8,7,0
"['Corrosion', 'Oblivious']",64,Toxic Lizard Pokémon,60,1.2,68,Salazzle,0.0,758,111,60,117,poison,fire,22.2,7,0
"['Fluffy', 'Klutz', 'Cute Charm']",75,Flailing Pokémon,50,0.5,70,Stufful,50.0,759,45,50,50,normal,fighting,6.8,7,0
"['Fluffy', 'Klutz', 'Unnerve']",125,Strong Arm Pokémon,80,2.1,120,Bewear,50.0,760,55,60,60,normal,fighting,135.0,7,0
"['Leaf Guard', 'Oblivious', 'Sweet Veil']",30,Fruit Pokémon,38,0.3,42,Bounsweet,0.0,761,30,38,32,grass,,3.2,7,0
"['Leaf Guard', 'Oblivious', 'Sweet Veil']",40,Fruit Pokémon,48,0.7,52,Steenee,0.0,762,40,48,62,grass,,8.2,7,0
"['Leaf Guard', 'Queenly Majesty', 'Sweet Veil']",120,Fruit Pokémon,98,1.2,72,Tsareena,0.0,763,50,98,72,grass,,21.4,7,0
"['Flower Veil', 'Triage', 'Natural Cure']",52,Posy Picker Pokémon,90,0.1,51,Comfey,24.6,764,82,110,100,fairy,,0.3,7,0
